Galaxy,r_kpc,Vobs_kms,e_Vobs_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBbul,source_file,line_no,n_columns,D_Mpc,Inc_deg,L36_Lsun,MHI_Msun,Mbar_Msun,gas_fraction,Rdisk_kpc,SBdisk_Lsun_pc2,Vflat_kms,Q,Vbar2_kms2,Vbar_kms,Vobs2_kms2,C_kms2,g_obs_m_s2,g_bar_m_s2,D_DM,log_g_obs,log_g_bar,log_D_DM,valid_acceleration,g_rar_pred_m_s2,log_g_rar_pred,rar_residual_dex,baryon_only_residual_dex
NGC1090,16.37,166.0,2.23,38.11,153.0,0.0,8.69,0.0,NGC1090_rotmod.dat,16,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,13156.8721,114.7034092780158,27556.0,14399.1279,5.455278808792237e-11,2.6046743198258026e-11,2.0944187790652764,-10.26318304855397,-10.58424657176746,0.3210635232134902,True,7.29631495836181e-11,-10.136896427184267,-0.1262866213697027,0.32106352321349085
NGC1090,17.59,167.0,4.59,40.13,146.12,0.0,5.36,0.0,NGC1090_rotmod.dat,17,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,12285.9441,110.84197805885638,27889.0,15603.0559,5.138265696606816e-11,2.263560727149016e-11,2.2699924216650147,-10.289183442384433,-10.64520784969449,0.35602440731005663,True,6.707867302288069e-11,-10.17341553736799,-0.11576790501644219,0.35602440731005736
NGC1090,18.8,167.0,5.3,41.74,140.2,0.0,3.94,0.0,NGC1090_rotmod.dat,18,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,11570.247599999999,107.565085413437,27889.0,16318.752400000001,4.8075581703890375e-11,1.9945009997778385e-11,2.4104064981288738,-10.318075452190651,-10.700165741656528,0.3820902894658768,True,6.222835497842465e-11,-10.20601167954318,-0.11206377264747225,0.38209028946587686
NGC1090,20.13,165.0,3.48,42.85,134.43,0.0,2.74,0.0,NGC1090_rotmod.dat,19,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,10871.83495,104.26809171553874,27225.0,16353.16505,4.383021170150166e-11,1.7502840310093102e-11,2.5041770892594353,-10.358226431682981,-10.756891469547535,0.3986650378645538,True,5.763027474256359e-11,-10.239349309988402,-0.1188771216945792,0.39866503786455354
NGC1090,21.35,165.0,3.12,43.55,129.7,0.0,2.05,0.0,NGC1090_rotmod.dat,20,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,10307.647499999997,101.52658518831409,27225.0,16917.3525,4.132562817570156e-11,1.5646281283790618e-11,2.641242824805564,-10.383780536155369,-10.805588866413908,0.42180833025854003,True,5.3984276103630335e-11,-10.267732717877712,-0.1160478182776572,0.42180833025853914
NGC1090,22.57,165.0,2.39,44.16,125.69,0.0,1.61,0.0,NGC1090_rotmod.dat,21,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,9849.093649999999,99.24259997601835,27225.0,17375.90635,3.9091810436474454e-11,1.4142108427433761e-11,2.7642137406217078,-10.407914215872088,-10.8494858373469,0.4415716214748132,True,5.091662098308244e-11,-10.29314042546407,-0.11477379040801772,0.44157162147481266
NGC1090,23.89,165.0,2.23,45.07,121.68,0.0,1.08,0.0,NGC1090_rotmod.dat,22,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,9434.3161,97.1304077001636,27225.0,17790.6839,3.693186109465167e-11,1.279804781370931e-11,2.885741765637892,-10.432598806544204,-10.892856271632835,0.4602574650886309,True,4.8074497428245135e-11,-10.318085247188927,-0.1145135593552773,0.4602574650886311
NGC1090,25.11,163.0,2.23,46.68,118.15,0.0,0.76,0.0,NGC1090_rotmod.dat,23,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,9158.73365,95.7012729800393,26569.0,17410.266349999998,3.4290826340600293e-11,1.1820563253865869e-11,2.9009469011035165,-10.464822049127145,-10.927361828681693,0.46253977955454734,True,4.5938451962312194e-11,-10.337823643785162,-0.1269984053419826,0.4625397795545485
NGC1090,26.33,162.0,2.23,48.39,114.89,0.0,0.54,0.0,NGC1090_rotmod.dat,24,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8941.44815,94.55923090846287,26244.0,17302.55185,3.230194138707859e-11,1.1005415868651967e-11,2.9350950270846234,-10.490771375242945,-10.958393541838639,0.46762216659569406,True,4.410660988181226e-11,-10.355496321641288,-0.13527505360165648,0.4676221665956941
NGC1090,27.65,162.0,2.23,50.01,111.67,0.0,0.37,0.0,NGC1090_rotmod.dat,25,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8736.09455,93.46707735882191,26244.0,17507.90545,3.0759859555941383e-11,1.0239332473152909e-11,3.0040883657789625,-10.512015651777594,-10.98972835514493,0.4777127033673363,True,4.233810401358329e-11,-10.373268594471435,-0.13874705730615844,0.4777127033673363
NGC1090,28.87,162.0,2.23,51.42,108.99,0.0,0.26,0.0,NGC1090_rotmod.dat,26,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8583.426449999999,92.64678326849777,26244.0,17660.57355,2.9459997115406274e-11,9.635258285981631e-12,3.0575202284164735,-10.530767300017597,-11.016136639008206,0.48536933899060963,True,4.090803252247818e-11,-10.388191407452945,-0.1425758925646523,0.4853693389906084
NGC1090,30.09,160.0,2.23,52.53,106.1,0.0,0.0,0.0,NGC1090_rotmod.dat,27,8,37.0,64.0,72045000000.0,8783000000.0,47703890000.0,0.24487290239852558,3.53,2055.09,164.4,1,8388.0059,91.5860573449911,25600.0,17211.9941,2.7571934134189346e-11,9.034122898124672e-12,3.051976870927094,-10.559532767650369,-11.044114005692453,0.48458123804208386,True,3.9450512866768244e-11,-10.403947346478398,-0.1555854211719705,0.4845812380420842
NGC1705,0.22,50.2,7.5,5.62,33.24,0.0,512.85,0.0,NGC1705_rotmod.dat,4,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,584.0332000000001,24.16677885031433,2520.0400000000004,1936.0068000000003,3.7122242911688084e-10,8.603284995035996e-11,4.314891687664331,-9.430365791754307,-10.06533569028987,0.6349698985355645,True,1.5590883069501244e-10,-9.807129285622562,0.37676349386825514,0.6349698985355641
NGC1705,0.66,62.2,7.51,13.36,44.88,0.0,84.05,0.0,NGC1705_rotmod.dat,5,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,1185.5968000000003,34.432496278951376,3868.84,2683.2432,1.8997055372990812e-10,5.82160235616896e-11,3.2632004404870183,-9.72131371138237,-10.234957462315172,0.5136437509328027,True,1.2047007057714583e-10,-9.91912083522757,0.19780712384519994,0.5136437509328022
NGC1705,1.11,72.4,5.35,17.38,43.65,0.0,25.33,0.0,NGC1705_rotmod.dat,6,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,1254.7256499999999,35.42210679787412,5241.760000000001,3987.0343500000013,1.5303952475889993e-10,3.6633233337428995e-11,4.177614445038244,-9.815196391614503,-10.436124747766474,0.6209283561519721,True,8.985972491422679e-11,-10.046434915237944,0.23123852362344088,0.6209283561519712
NGC1705,1.55,73.2,3.31,17.38,39.37,0.0,8.23,0.0,NGC1705_rotmod.dat,7,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,1077.0628499999998,32.81863571204629,5358.240000000001,4281.177150000001,1.1203144012820886e-10,2.2519503081999497e-11,4.974862887527873,-9.950660081275647,-10.647441196908018,0.6967811156323717,True,6.687348028957157e-11,-10.174746074269443,0.22408599299379617,0.6967811156323709
NGC1705,2.0,72.9,3.21,17.17,35.3,0.0,3.0,0.0,NGC1705_rotmod.dat,8,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,917.8538999999998,30.29610370988322,5314.410000000001,4396.556100000001,8.611414931808014e-11,1.4872809549278696e-11,5.790039133679119,-10.06492548425017,-10.827606983294267,0.7626814990440964,True,5.242066838741212e-11,-10.280497445901545,0.21557196165137604,0.7626814990440973
NGC1705,2.45,72.6,2.73,16.22,31.81,0.0,0.83,0.0,NGC1705_rotmod.dat,9,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,769.02645,27.731326149320733,5270.759999999999,4501.733549999999,6.971987692910931e-11,1.0172428539571109e-11,6.853808474337914,-10.156643388186483,-10.992575352345058,0.8359319641585747,True,4.218132521072266e-11,-10.374879780152167,0.218236391965684,0.8359319641585756
NGC1705,2.89,71.5,3.41,15.26,28.94,0.0,0.29,0.0,NGC1705_rotmod.dat,10,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,651.6294,25.527032730029553,5112.25,4460.6206,5.7327591427203996e-11,7.307221674439648e-12,7.845333559228603,-10.241636304376526,-11.136247717545212,0.8946114131686872,True,3.503773845633795e-11,-10.455463933543628,0.21382762916710263,0.8946114131686862
NGC1705,3.34,71.1,4.38,14.31,26.66,0.0,0.09,0.0,NGC1705_rotmod.dat,11,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,560.1539,23.667570640012887,5055.209999999999,4495.056099999999,4.9050358897580986e-11,5.435135203657156e-12,9.02468053868767,-10.30935781057417,-11.264789647995,0.9554318374208307,True,2.9753084066941036e-11,-10.526468010646886,0.21711020007271564,0.9554318374208304
NGC1705,3.78,71.4,4.6,13.46,24.88,0.0,0.03,0.0,NGC1705_rotmod.dat,12,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,490.67879999999997,22.151270843904193,5097.960000000001,4607.281200000001,4.3707310016973004e-11,4.2068298751571785e-12,10.389607213517277,-10.359445921507016,-11.376045050563084,1.016599129056069,True,2.587048032637086e-11,-10.587195507844886,0.22774958633787,1.0165991290560683
NGC1705,4.22,71.5,5.68,13.36,23.42,0.0,0.01,0.0,NGC1705_rotmod.dat,13,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,452.73780000000005,21.277636146903163,5112.25,4659.5122,3.925989081152123e-11,3.4768324307786854e-12,11.291855904234195,-10.406050912581652,-11.458816240044909,1.052765327463259,True,2.3335386873777147e-11,-10.631984994617959,0.22593408203630716,1.0527653274632573
NGC1705,4.66,71.5,6.2,13.36,22.2,0.0,0.0,0.0,NGC1705_rotmod.dat,14,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,424.90959999999995,20.613335489434988,5112.25,4687.3404,3.5552948331463425e-11,2.9550176643049125e-12,12.031382675279637,-10.449124378309977,-11.52943991867876,1.080315540368782,True,2.1381492724812818e-11,-10.669961978289114,0.22083759997913788,1.0803155403687832
NGC1705,5.11,71.3,6.43,13.46,21.14,0.0,0.0,0.0,NGC1705_rotmod.dat,15,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,404.6214,20.115203205535856,5083.69,4679.0686,3.224093398425719e-11,2.566122608974529e-12,12.564066062744084,-10.49159238565312,-11.590722596936558,1.0991302112834385,True,1.9826640204007367e-11,-10.702750874523138,0.21115848887001754,1.0991302112834376
NGC1705,5.56,71.8,9.68,13.46,20.22,0.0,0.0,0.0,NGC1705_rotmod.dat,16,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,385.5958,19.636593390911774,5155.24,4769.6442,3.0048552201645986e-11,2.2475375588790134e-12,13.369543962875115,-10.522176448319595,-11.648293041985118,1.126116593665524,True,1.847467633058499e-11,-10.733423161543271,0.2112467132236766,1.1261165936655235
NGC1705,6.0,71.5,10.5,14.31,19.44,0.0,0.0,0.0,NGC1705_rotmod.dat,17,8,5.73,80.0,533000000.0,139000000.0,451370000.0,0.4095752929968762,0.39,587.26,71.9,3,393.73290000000003,19.842703948806978,5112.25,4718.5171,2.7612789870769925e-11,2.126669046488116e-12,12.984055942492992,-10.558889712003621,-11.672300090006614,1.113410378002993,True,1.7939974483610792e-11,-10.74617817899733,0.18728846699370827,1.1134103780029925
NGC2366,0.12,4.2,3.15,-0.46,3.95,0.0,51.7,0.0,NGC2366_rotmod.dat,4,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,7.589650000000001,2.754931941083119,17.64,10.05035,4.7639455554832175e-12,2.0496983778442863e-12,2.3242178493079386,-11.322033210473963,-11.688310042590812,0.3662768321168496,True,1.759247175779769e-11,-10.754673137497807,-0.5673600729761556,0.36627683211684925
NGC2366,0.36,9.41,1.83,-0.53,11.2,0.0,47.22,0.0,NGC2366_rotmod.dat,5,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,62.43909999999999,7.901841557510502,88.5481,26.109000000000016,7.971245794434683e-12,5.620870614765156e-12,1.4181514467697327,-11.098473799134911,-11.250196411494155,0.15172261235924409,True,3.0307185679118385e-11,-10.51845439028286,-0.5800194088520509,0.15172261235924367
NGC2366,0.59,15.3,1.37,1.73,15.88,0.0,35.13,0.0,NGC2366_rotmod.dat,6,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,129.08010000000002,11.3613423502683,234.09000000000003,105.00990000000002,1.2858203794339517e-11,7.09017143660013e-12,1.8135250902346682,-10.890819695229085,-11.14934326367881,0.25852356844972496,True,3.4455430326819475e-11,-10.462742321648406,-0.4280773735806793,0.2585235684497249
NGC2366,0.83,18.4,1.64,4.19,19.68,0.0,28.17,0.0,NGC2366_rotmod.dat,7,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,211.2073,14.532972854856641,338.55999999999995,127.35269999999994,1.321925585824439e-11,8.246701730354976e-12,1.6029748971744822,-10.87879299157914,-11.083719712870298,0.20492672129115933,True,3.7483416245874814e-11,-10.426160834296537,-0.4526321572826024,0.20492672129115874
NGC2366,1.07,23.4,2.08,6.57,22.21,0.0,17.57,0.0,NGC2366_rotmod.dat,8,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,289.80695000000003,17.02371727913736,547.56,257.7530499999999,1.6584309418020154e-11,8.77757347193494e-12,1.8893956821946472,-10.780302608087062,-11.056625526622238,0.2763229185351757,True,3.881718050077818e-11,-10.410976012930742,-0.3693265951563198,0.27632291853517543
NGC2366,1.31,28.1,2.46,9.69,23.33,0.0,11.56,0.0,NGC2366_rotmod.dat,9,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,366.04054999999994,19.132186231583674,789.6100000000001,423.5694500000002,1.9533982707924925e-11,9.055394149136063e-12,2.157165374164147,-10.709209201067743,-11.043092641642643,0.3338834405748993,True,3.950271100440094e-11,-10.403373098453281,-0.30583610261446204,0.3338834405748994
NGC2366,1.54,33.1,2.01,12.94,22.77,0.0,7.62,0.0,NGC2366_rotmod.dat,10,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,426.68004999999994,20.656235136151988,1095.6100000000001,668.9299500000002,2.3056040242260655e-11,8.97906408609796e-12,2.5677553942350957,-10.637215278507163,-11.046768928747598,0.4095536502404344,True,3.931518220245256e-11,-10.405439707296805,-0.23177557121035797,0.40955365024043466
NGC2366,1.79,37.5,1.62,15.67,22.48,0.0,5.72,0.0,NGC2366_rotmod.dat,11,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,498.2241,22.32093412023789,1406.25,908.0259,2.546003282559295e-11,9.020303602134403e-12,2.8225250444528878,-10.594141040746594,-11.044778844884586,0.45063780413799276,True,3.941657594140516e-11,-10.404321104925689,-0.18981993582090517,0.45063780413799215
NGC2366,2.02,40.5,1.68,17.89,22.28,0.0,4.38,0.0,NGC2366_rotmod.dat,12,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,568.2513,23.838022149498897,1640.25,1071.9987,2.6315288264906536e-11,9.116718040791273e-12,2.886487017275631,-10.579791868239425,-11.040161476726341,0.4603696084869161,True,3.965293205710997e-11,-10.40172469411829,-0.1780671741211357,0.460369608486916
NGC2366,2.26,42.3,1.69,19.31,22.0,0.0,2.95,0.0,NGC2366_rotmod.dat,13,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,614.8761,24.796695344339735,1789.2899999999997,1174.4138999999998,2.5657937941636767e-11,8.81715809935541e-12,2.910000892862806,-10.590778249619454,-11.054671371858053,0.46389312223859813,True,3.89153628055819e-11,-10.409878916295058,-0.18089933332439578,0.46389312223859847
NGC2366,2.49,45.2,1.91,20.12,21.29,0.0,1.9,0.0,NGC2366_rotmod.dat,14,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,631.44645,25.128598249802952,2043.0400000000002,1411.59355,2.6590528994001668e-11,8.218387861659305e-12,3.2354920991320797,-10.57527302269511,-11.08521336633486,0.5099403436397502,True,3.741135750598114e-11,-10.426996532735762,-0.14827648995934872,0.5099403436397498
NGC2366,2.74,47.4,1.95,21.03,20.52,0.0,1.32,0.0,NGC2366_rotmod.dat,15,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,652.7961,25.549874755074633,2246.7599999999998,1593.9638999999997,2.6573917066978182e-11,7.721051390912603e-12,3.4417485030930783,-10.575544424694357,-11.112323556894667,0.5367791322003108,True,3.612937919176716e-11,-10.44213950081521,-0.13340492387914615,0.5367791322003104
NGC2366,2.97,48.1,1.74,22.14,19.83,0.0,0.93,0.0,NGC2366_rotmod.dat,16,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,686.79405,26.206755808378876,2313.61,1626.8159500000002,2.5245452430476017e-11,7.494100785702416e-12,3.368710023041114,-10.597816841791687,-11.125280470518964,0.5274636287272771,True,3.5533644282927844e-11,-10.44936024956657,-0.14845659222511642,0.5274636287272774
NGC2366,3.21,48.8,1.08,23.15,19.12,0.0,0.64,0.0,NGC2366_rotmod.dat,17,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,718.7096999999999,26.808761627497827,2381.4399999999996,1662.7302999999997,2.404274589113517e-11,7.25601093732951e-12,3.3134936122331453,-10.61901593362159,-11.139302071314793,0.5202861376932032,True,3.490097319426605e-11,-10.457162462811398,-0.16185347081019152,0.5202861376932031
NGC2366,3.44,50.7,1.55,23.96,18.46,0.0,0.45,0.0,NGC2366_rotmod.dat,18,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,744.4674000000001,27.284929906452025,2570.4900000000002,1826.0226000000002,2.4216252196871645e-11,7.013530615077017e-12,3.4527905452945284,-10.615893069126997,-11.154063302911776,0.5381702337847802,True,3.424813324589393e-11,-10.465363095502996,-0.15052997362400156,0.5381702337847791
NGC2366,3.69,52.1,2.78,24.56,17.79,0.0,0.31,0.0,NGC2366_rotmod.dat,19,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,761.4356499999999,27.594123468593814,2714.4100000000003,1952.9743500000004,2.3839576452738968e-11,6.6873845115572034e-12,3.564858041516706,-10.62270146478215,-11.174743704997109,0.5520422402149601,True,3.3355706638250374e-11,-10.476829854416522,-0.1458716103656279,0.5520422402149592
NGC2366,3.92,53.0,2.98,25.07,17.2,0.0,0.22,0.0,NGC2366_rotmod.dat,20,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,776.4249,27.864402021216964,2809.0,2032.5751,2.322282914298271e-11,6.41893299930845e-12,3.617864393581401,-10.634084873041017,-11.192537157448996,0.5584522844079786,True,3.2608029188907796e-11,-10.486675448917046,-0.14740942412397118,0.5584522844079789
NGC2366,4.16,53.7,2.39,25.27,16.63,0.0,0.15,0.0,NGC2366_rotmod.dat,21,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,776.85135,27.872053207469307,2883.6900000000005,2106.8386500000006,2.246491064706207e-11,6.051932129944462e-12,3.712022898589286,-10.648495304449769,-11.218105951064562,0.5696106466147923,True,3.156523229445073e-11,-10.500791010270513,-0.14770429417925612,0.5696106466147928
NGC2366,4.4,51.2,2.21,25.47,16.1,0.0,0.1,0.0,NGC2366_rotmod.dat,22,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,778.3258999999999,27.898492790830115,2621.4400000000005,1843.1141000000007,1.9307973773911446e-11,5.732687402632149e-12,3.3680492965735827,-10.714263299756665,-11.24164173919746,0.5273784394407961,True,3.063717331341661e-11,-10.513751306631319,-0.20051199312534607,0.5273784394407954
NGC2366,4.64,51.6,1.45,25.68,15.61,0.0,0.07,0.0,NGC2366_rotmod.dat,23,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,781.29845,27.95171640525855,2662.56,1881.26155,1.8596485570911615e-11,5.45693068024781e-12,3.407865457815768,-10.730569122522596,-11.263051563053407,0.5324824405308117,True,2.981850184746819e-11,-10.525514180323741,-0.20505494219885456,0.5324824405308117
NGC2366,4.87,51.5,1.84,26.18,15.18,0.0,0.05,0.0,NGC2366_rotmod.dat,24,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,800.6085999999999,28.29502783175871,2652.25,1851.6414,1.7649603430038636e-11,5.327712053041166e-12,3.3127922932628997,-10.753265048354391,-11.273459255525937,0.5201942071715466,True,2.9429080929265125e-11,-10.531223300713208,-0.22204174764118356,0.5201942071715457
NGC2366,5.11,50.4,2.53,26.59,14.76,0.0,0.03,0.0,NGC2366_rotmod.dat,25,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,815.9569,28.56495930331426,2540.16,1724.2030999999997,1.6109780665117415e-11,5.174826267317469e-12,3.113105606435831,-10.792910372465801,-11.286104226047254,0.4931938535814535,True,2.89633064309627e-11,-10.538151860888068,-0.25475851157773377,0.4931938535814524
NGC2366,5.35,48.5,4.6,26.69,14.37,0.0,0.02,0.0,NGC2366_rotmod.dat,26,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,815.60455,28.558791115871834,2352.25,1536.64545,1.4248828193636464e-11,4.940550157040358e-12,2.884056985704653,-10.84622085003884,-11.306224687338858,0.4600038373000179,True,2.8238455328787644e-11,-10.549159063304774,-0.2970617867340657,0.46000383730001815
NGC2366,5.59,50.0,5.91,26.59,14.01,0.0,0.02,0.0,NGC2366_rotmod.dat,27,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,805.16815,28.375485017881193,2500.0,1694.83185,1.4493646196083923e-11,4.667928917782173e-12,3.1049414957608534,-10.838822344436524,-11.3308757659193,0.4920534214827758,True,2.737686643985549e-11,-10.562616262767413,-0.27620608166911076,0.4920534214827761
NGC2366,5.82,49.0,7.42,26.28,13.7,0.0,0.01,0.0,NGC2366_rotmod.dat,28,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,784.4834000000001,28.008630812662016,2401.0,1616.5166,1.336960665628165e-11,4.3682775869981104e-12,3.060612882312104,-10.873881369814999,-11.359689771706464,0.4858084018914648,True,2.6405401536938093e-11,-10.578307223973608,-0.29557414584139075,0.48580840189146457
NGC2366,6.06,49.4,5.92,26.18,13.37,0.0,0.0,0.0,NGC2366_rotmod.dat,29,8,3.27,68.0,236000000.0,647000000.0,978510000.0,0.8794084884160611,0.65,113.98,50.2,3,774.7708499999999,27.83470585438258,2440.3599999999997,1665.5891499999998,1.305060750295124e-11,4.1433355193815294e-12,3.1497829325922626,-10.88436927154113,-11.382649896941633,0.4982806254005029,True,2.5657760227802388e-11,-10.590781257671196,-0.2935880138699343,0.49828062540050233
NGC2403,0.16,24.5,2.83,0.0,23.21,0.0,1105.79,0.0,NGC2403_rotmod.dat,4,8,3.16,63.0,10041000000.0,3199000000.0,9275170000.0,0.4587161205670624,1.39,1408.74,131.2,1,269.35205,16.41194839133977,600.25,330.89795,1.2157986053056128e-10,5.455690907558646e-11,2.2284961261664793,-9.915138359148997,-10.263150242630209,0.3480118834812106,True,1.1553050586568308e-10,-9.937303325037302,0.022164965888304522,0.34801188348121137
NGC2403,0.26,35.3,2.46,0.0,35.33,0.0,1006.36,0.0,NGC2403_rotmod.dat,5,8,3.16,63.0,10041000000.0,3199000000.0,9275170000.0,0.4587161205670624,1.39,1408.74,131.2,1,624.1044499999999,24.98208257932072,1246.0899999999997,621.9855499999998,1.5531933326091265e-10,7.77917221542333e-11,1.9966048952222666,-9.808774482417311,-10.109066613987247,0.30029213156993545,True,1.457315592291269e-10,-9.836446388416086,0.02767190599877445,0.30029213156993606
NGC2403,0.36,43.2,1.12,1.92,46.97,0.0,938.26,0.0,NGC2403_rotmod.dat,6,8,3.16,63.0,10041000000.0,3199000000.0,9275170000.0,0.4587161205670624,1.39,1408.74,131.2,1,1106.77685,33.2682558905633,1866.2400000000002,759.4631500000003,1.680019983647959e-10,9.963387481990201e-11,1.6861935628668057,-9.774685552359601,-10.001592979386071,0.22690742702647015,True,1.7226245568708926e-10,-9.763809365991612,-0.010876186367989149,0.22690742702646993
NGC2403,0.46,52.0,1.25,2.29,56.68,0.0,789.78,0.0,NGC2403_rotmod.dat,7,8,3.16,63.0,10041000000.0,3199000000.0,9275170000.0,0.4587161205670624,1.39,1408.74,131.2,1,1611.5552999999998,40.144181396561066,2704.0,1092.4447000000002,1.905014608403818e-10,1.1353684869639778e-10,1.677882229669687,-9.720101689634115,-9.944863164124683,0.22476147449056846,True,1.8851865349840636e-10,-9.724645670866042,0.004543981231927674,0.2247614744905686
NGC2403,0.56,60.9,2.93,2.64,63.77,0.0,624.65,0.0,NGC2403_rotmod.dat,8,8,3.16,63.0,10041000000.0,3199000000.0,9275170000.0,0.4587161205670624,1.39,1408.74,131.2,1,2040.2760500000002,45.169414984035384,3708.81,1668.5339499999998,2.1463276136578847e-10,1.1807293513552422e-10,1.8177981356983528,-9.668303986962588,-9.927849640645093,0.2595456536825041,True,1.9373823657398258e-10,-9.71278465757573,0.04448067061314198,0.2595456536825047
NGC2403,0.66,65.8,1.25,3.0,67.56,0.0,511.64,0.0,NGC2403_rotmod.dat,9,8,3.16,63.0,10041000000.0,3199000000.0,9275170000.0,0.4587161205670624,1.39,1408.74,131.2,1,2291.1768,47.86623862389858,4329.639999999999,2038.4631999999992,2.125970854962106e-10,1.1250300487720324e-10,1.889701397116102,-9.672442693536096,-9.948835877693417,0.27639318415732117,True,1.8732361166548568e-10,-9.727407477458023,0.0549647839219265,0.27639318415732106
