Galaxy,r_kpc,Vobs_kms,e_Vobs_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBbul,source_file,line_no,n_columns,D_Mpc,Inc_deg,L36_Lsun,MHI_Msun,Mbar_Msun,gas_fraction,Rdisk_kpc,SBdisk_Lsun_pc2,Vflat_kms,Q,Vbar2_kms2,Vbar_kms,Vobs2_kms2,C_kms2,g_obs_m_s2,g_bar_m_s2,D_DM,log_g_obs,log_g_bar,log_D_DM,valid_acceleration,g_rar_pred_m_s2,log_g_rar_pred,rar_residual_dex,baryon_only_residual_dex,F_disk_kernel_lam_0p25,log_F_disk_kernel_lam_0p25,F_disk_kernel_lam_0p5,log_F_disk_kernel_lam_0p5,F_disk_kernel_lam_0p75,log_F_disk_kernel_lam_0p75,F_disk_kernel_lam_1p0,log_F_disk_kernel_lam_1p0,F_disk_kernel_lam_1p5,log_F_disk_kernel_lam_1p5
NGC5005,1.97,234.0,10.8,61.94,213.49,213.16,1967.84,0.0,NGC5005_rotmod.dat,7,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,58431.58357,241.72625751043267,54756.0,-3675.5835700000025,9.007721359026176e-10,9.612378978837244e-10,0.9370959445999485,-9.045385056563445,-9.01716911498287,-0.028215941580575332,True,1.0317978835935596e-09,-8.986405367279323,-0.05897968928412212,-0.02821594158057472,1750.923403696449,3.243267147751309,1482.611271776578,3.1710272975878007,1332.0071808788807,3.1245065661313296,1245.2538760067264,3.095257902201822,1153.1873771017465,3.0618998799136548
NGC5005,2.46,245.0,7.67,60.52,244.17,190.74,1571.81,0.0,NGC5005_rotmod.dat,8,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,58939.388170000006,242.77435649178437,60025.0,1085.6118299999944,7.907633205239758e-10,7.76461579324627e-10,1.0184191228261268,-9.101953483596452,-9.109880029053416,0.00792654545696385,True,8.529960696813799e-10,-9.06905296991058,-0.03290051368587221,0.007926545456964362,1386.3446557320476,3.1418712125809796,1220.8014105933503,3.086645022423186,1137.3163344970435,3.05588127666565,1092.1477572107158,3.0382813982590795,1046.8160073569331,3.0198703550202253
NGC5005,2.95,244.0,23.3,69.43,261.9,174.18,1161.8,0.0,NGC5005_rotmod.dat,9,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,60353.40058,245.66929108050928,59536.0,-817.4005800000014,6.540441890724059e-10,6.630239004989951e-10,0.9864564287654923,-9.184392908522842,-9.178470815987774,-0.005922092535068127,True,7.430918658295254e-10,-9.128957492623563,-0.055435415899278695,-0.005922092535067591,1085.8549567226653,3.0357718181608884,1013.3113370801927,3.0057429016308244,981.5434070447179,2.991909510276478,967.9312347882989,2.9858445046092226,958.613608548288,2.981643589975483
NGC5005,3.44,261.0,23.3,75.4,273.58,161.3,867.89,0.0,NGC5005_rotmod.dat,10,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,61320.5512,247.6298673423705,68121.0,6800.448799999998,6.417590871402314e-10,5.776929428670722e-10,1.1108999946497544,-9.192627973117107,-9.23830293779459,0.04567496467748369,True,6.602017832706769e-10,-9.180323306931534,-0.012304666185572799,0.04567496467748278,864.1192805797862,2.9365736953979584,854.6368300574574,2.931781604542572,859.218787092594,2.934103764446545,868.5590156812967,2.9387993326437627,886.4159060250911,2.947637540521705
NGC5005,3.93,259.0,22.7,73.37,276.37,150.91,643.49,0.0,NGC5005_rotmod.dat,11,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,59515.02502,243.95701469726177,67081.0,7565.974979999999,5.531672150514439e-10,4.907762353577079e-10,1.1271271410447607,-9.257143567435062,-9.309116475087023,0.05197290765196243,True,5.754029742220648e-10,-9.240027897598816,-0.017115669836245573,0.05197290765196172,705.3983620788937,2.8484344469094065,734.0403860665746,2.8657199549615067,763.3327723831148,2.8827139084704343,789.1841895244964,2.8971783760339704,827.5056079377885,2.917770945635894
NGC5005,4.42,258.0,22.7,68.82,276.54,142.3,560.73,0.0,NGC5005_rotmod.dat,12,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,57147.88120000001,239.05623020536405,66564.0,9416.11879999999,4.88052562494513e-10,4.1901282766648655e-10,1.1647675924685021,-9.31153340264477,-9.377772681330853,0.06623927868608318,True,5.049190669801227e-10,-9.296778228971968,-0.014755173672801547,0.06623927868608348,597.5305978335055,2.776360149168312,643.3025934325232,2.8084153022338265,688.5088236166696,2.8379095103496237,726.0176011089904,2.8609471495869396,779.6555339470063,2.8919027658326684
NGC5005,4.92,258.0,22.5,65.78,278.71,134.88,482.38,0.0,NGC5005_rotmod.dat,13,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,55901.47052999999,236.43491816988453,66564.0,10662.529470000009,4.384537248426316e-10,3.6822017874615557e-10,1.1907379066938475,-9.358076236063038,-9.433892415511583,0.07581617944854496,True,4.5463600578542147e-10,-9.34233617245024,-0.015740063612797783,0.07581617944854457,512.6451383203866,2.7098168430897513,569.7729105227735,2.755701797149601,626.8371664878154,2.797154738788955,673.3975058616794,2.8282715035095753,739.3234053320895,2.868834455211009
NGC5005,5.74,261.0,22.4,61.84,282.13,124.87,387.42,0.0,NGC5005_rotmod.dat,14,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,54537.61588,233.5329010653531,68121.0,13583.384120000002,3.846082334080829e-10,3.0791703142783297e-10,1.2490645016439248,-9.41498142294355,-9.511566288847494,0.0965848659039435,True,3.9430280046587033e-10,-9.404170138416111,-0.010811284527438403,0.0965848659039441,398.7995183652462,2.6007546251375064,473.80016842579175,2.6755952107691416,545.9513847710658,2.7371539718884885,604.0135959200638,2.7810467143936566,685.8000171819688,2.836197491659698
NGC5005,6.56,263.0,22.4,59.41,284.24,116.81,278.87,0.0,NGC5005_rotmod.dat,15,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,53476.94017,231.25081658234205,69169.0,15692.059829999998,3.4170954675545323e-10,2.6418743927712114e-10,1.2934360077468132,-9.466342887618282,-9.578087834648487,0.11174494703020527,True,3.499329892790459e-10,-9.45601511328588,-0.01032777433240284,0.11174494703020521,309.76318923056795,2.4910298070193995,399.3887263449049,2.60139580175827,482.6567281700513,2.683638364575147,549.4025655716522,2.7398906831351617,643.4613118656367,2.8085224400541264
NGC5005,7.37,264.0,22.3,58.09,281.24,110.2,208.81,0.0,NGC5005_rotmod.dat,16,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,51423.244900000005,226.76693960981174,69696.0,18272.755099999995,3.064713071331268e-10,2.2612128503113381e-10,1.355340374485002,-9.513610179341528,-9.645658555140344,0.13204837579881543,True,3.10705357556359e-10,-9.507651258051421,-0.005958921290107,0.13204837579881534,245.77761993835836,2.3905423342876855,343.3733012751487,2.5357665239068736,434.10238782871335,2.6375921747306186,507.17752481426135,2.705159999870886,610.5630062676823,2.7857304870564494
NGC5005,8.19,265.0,22.2,58.09,279.02,104.54,169.08,0.0,NGC5005_rotmod.dat,17,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,49950.55642,223.49621119831093,70225.0,20274.44358,2.778800068391093e-10,1.976541254483007e-10,1.405890244935934,-9.55614269910894,-9.704094116606948,0.14795141749800703,True,2.808710037600935e-10,-9.551493093681978,-0.0046496054269624665,0.14795141749800678,198.8096647577058,2.298437492983406,300.258055393251,2.4774946675850518,396.11759726873,2.597824136085053,473.96588290714635,2.6757470813398507,584.6489386865744,2.766895165643329
NGC5005,9.01,265.0,22.2,58.19,277.3,99.67,124.55,0.0,NGC5005_rotmod.dat,18,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,48787.597330000004,220.8791464353301,70225.0,21437.402669999996,2.525901505008108e-10,1.7548261377226996e-10,1.439402713870025,-9.597583588327586,-9.755765905504727,0.15818231717714143,True,2.5724756711825737e-10,-9.589648723823498,-0.007934864504088424,0.15818231717714148,162.63734177863472,2.2112202673742947,267.0788671142305,2.4266395253902537,366.8499675460689,2.5644884849902834,448.4283095485493,2.651693022059926,564.8393887620064,2.7519249743849734
NGC5005,9.83,264.0,22.0,57.28,272.35,95.42,80.7,0.0,NGC5005_rotmod.dat,19,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,46741.74313,216.19838836124566,69696.0,22954.256869999997,2.2977553749452136e-10,1.5409936224642162e-10,1.4910868815088625,-9.638696209314611,-9.81219915864325,0.17350294932863689,True,2.3405447481492347e-10,-9.630683051315641,-0.0080131579989704,0.17350294932863797,134.8183436740609,2.1297489872617974,242.13999810504683,2.384066534677219,345.0761795793052,2.5379149812146578,429.5857572839619,2.6330498740985737,550.3988064321345,2.740677483438756
NGC5005,10.65,264.0,21.9,55.06,264.11,91.67,49.29,0.0,NGC5005_rotmod.dat,20,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,43791.02188000001,209.26304470689516,69696.0,25904.978119999992,2.120838998658352e-10,1.3325543358902258e-10,1.5915591143542414,-9.673492299257232,-9.875315073261106,0.2018227740038727,True,2.1095339330251328e-10,-9.675813484357928,0.0023211851006958995,0.20182277400387427,115.10807363950461,2.061105785959212,224.98456355434675,2.352152721697383,330.37926166562113,2.5190127782765077,417.0358055348518,2.6201733438913655,540.9446020752367,2.7331527914560545
NGC5005,11.47,265.0,22.0,51.82,254.75,88.34,31.13,0.0,NGC5005_rotmod.dat,21,8,16.9,68.0,178720000000.0,1280000000.0,91062400000.0,0.01869487296622975,9.45,96.57,262.2,1,40596.862570000005,201.48663124386195,70225.0,29628.137429999995,1.9841650008825678e-10,1.1470398555647355e-10,1.7298134770615103,-9.70242221524979,-9.940421491644399,0.23799927639460872,True,1.8986531330390152e-10,-9.721554369737328,0.019132154487538244,0.23799927639460883,103.88561000790767,2.0165553942658105,215.8037101658015,2.3340589069394935,322.77060212207124,2.508893972402048,410.6689535732916,2.6134918715864126,536.2592478925549,2.7293747947481646
NGC5033,0.76,206.0,16.0,2.44,95.41,277.3,2166.2,3616.11,NGC5033_rotmod.dat,4,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,58384.190650000004,241.6282074800043,42436.0,-15948.190650000004,1.8095488148271195e-09,2.4896088932827815e-09,0.7268405972156777,-8.742429696764622,-8.603868873318,-0.13856082344662285,True,2.5232610508730343e-09,-8.598037816034626,-0.1443918807299962,-0.1385608234466229,2150.4847899079864,3.332536375194044,1909.7889652099636,3.2809853796516952,1473.9921261676905,3.1684951635969427,1107.2876710392347,3.0442604643428126,707.471959641427,2.849709231455231
NGC5033,2.28,214.0,10.0,5.15,214.07,218.08,1233.88,0.0,NGC5033_rotmod.dat,5,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,56230.725430000006,237.13018666968574,45796.0,-10434.725430000006,6.509417909622551e-10,7.992603965086694e-10,0.8144301829612729,-9.18645784552421,-9.09731170586393,-0.08914613966027914,True,8.750637676922146e-10,-9.057960297894521,-0.12849754762968857,-0.08914613966027929,1089.222006564686,3.037116407211684,794.7077331632706,2.900207439081818,603.8509204406462,2.7809297326253835,491.10324798625845,2.6911728064139187,376.4227419740653,2.575675853903684
NGC5033,3.8,222.0,8.0,8.48,237.47,168.95,307.23,0.0,NGC5033_rotmod.dat,6,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,48248.7826,219.6560552318101,49284.0,1035.2174000000014,4.2031201710783187e-10,4.114833036604833e-10,1.0214558242553462,-9.376428192937672,-9.385647782019705,0.00921958908203271,True,4.974893932768309e-10,-9.30321617419554,-0.07321201874213124,0.009219589082032797,327.6640293623207,2.5154287675743228,316.56991569476,2.500469640568799,289.0740629203261,2.4610091264824594,267.8108784354256,2.427828214007292,242.07280619067689,2.3839460047054057
NGC5033,5.33,224.0,8.0,16.65,222.81,142.66,137.83,0.0,NGC5033_rotmod.dat,7,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,39345.683469999996,198.35746386259328,50176.0,10830.316530000004,3.050831925462673e-10,2.3923203774598406e-10,1.2752606023036255,-9.515581717580385,-9.621180660450396,0.1055989428700109,True,3.242920831712484e-10,-9.489063653476299,-0.026518064104086747,0.10559894287001015,147.51669371415525,2.1688411699935206,166.61937366009744,2.2217254975779372,172.9507873969717,2.237922543577217,175.68246889492332,2.2447284260253912,178.28517230701988,2.2511152250989763
NGC5033,6.85,225.0,8.0,22.4,206.17,125.84,63.77,0.0,NGC5033_rotmod.dat,8,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,32839.788369999995,181.21751673058537,50625.0,17785.211630000005,2.3951014821623503e-10,1.553671620718714e-10,1.54157509876791,-9.620676080491839,-9.80864076698937,0.18796468649753117,True,2.354426221675119e-10,-9.628114914064495,0.007438833572656733,0.18796468649753173,80.27961953643671,1.904605305598985,102.62861648522366,2.011268474311692,117.5310487205378,2.070152611345964,128.13605702415563,2.1076713558428386,142.01379740480928,2.152330540479392
NGC5033,8.0,222.0,6.0,24.58,191.74,116.44,46.48,0.0,NGC5033_rotmod.dat,9,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,28477.081720000002,168.75153842261707,49284.0,20806.918279999998,1.996482081262201e-10,1.1535992082748844e-10,1.7306548643074928,-9.699734583312805,-9.937945050684604,0.238210467371799,True,1.9062101323512034e-10,-9.719829226315532,0.020094643002726897,0.23821046737179863,59.20059527127427,1.772326073644033,77.52709524511576,1.8894535122985379,93.42431398465723,1.9704599175061897,106.10120495035268,2.0257203160438255,123.92333923503752,2.0931531073964993
NGC5033,10.28,220.0,3.0,28.49,177.55,102.72,37.35,0.0,NGC5033_rotmod.dat,10,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,23959.66023,154.78908304528457,48400.0,24440.33977,1.5258143736294483e-10,7.553304538473525e-11,2.0200620349114184,-9.816498298236983,-10.121863004815307,0.3053647065783231,True,1.429009257792925e-10,-9.844964957636352,0.028466659399368766,0.3053647065783238,36.755821365906776,1.5653261321786756,49.13265155207532,1.6913702024283521,64.51012651713562,1.8096278936323846,78.44988923307693,1.894592334723498,99.87398689244893,1.999452386922793
NGC5033,12.56,218.0,2.0,30.21,168.02,92.93,20.51,0.0,NGC5033_rotmod.dat,11,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,21073.19373,145.16609015193598,47524.0,26450.80627,1.2262324438817994e-10,5.43738613078287e-11,2.2551873536066998,-9.911427197414106,-10.264609824895324,0.3531826274812181,True,1.1528120524643562e-10,-9.938241491691464,0.02681429427735793,0.35318262748121754,22.47081922487316,1.3516189059018302,32.91393067678327,1.517379750094476,47.310623943743686,1.6749586756650956,61.291689063464,1.7874015897129256,84.08019834377554,1.9246937275147817
NGC5033,14.91,219.0,2.0,36.41,156.39,85.29,11.48,0.0,NGC5033_rotmod.dat,12,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,18646.67302,136.5528213549614,47961.0,29314.32698,1.0424615392423957e-10,4.052967923558486e-11,2.5720942255252774,-9.981939958994897,-10.39222683338554,0.41028687439064343,True,9.569377264444396e-11,-10.019116323395068,0.037176364400171025,0.4102868743906427,14.208321487691908,1.1525427752047264,23.04705204092741,1.3626153824703366,36.14587553938099,1.558058748859351,49.63125377473297,1.6957552463955987,72.7565949647672,1.8618723657265799
NGC5033,17.15,217.0,2.0,41.69,147.04,79.53,8.58,0.0,NGC5033_rotmod.dat,13,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,16975.95153,130.29179379377658,47089.0,30113.04847,8.898253991874387e-11,3.207889920526845e-11,2.7738651301391886,-10.050695201903869,-10.49378054304623,0.4430853411423613,True,8.280339266050587e-11,-10.081951868727783,0.03125666682391426,0.44308534114236053,9.93703789363741,0.9972569459503485,17.253268002786562,1.2368713684616723,29.090422007391563,1.4637500214929204,41.92526105143672,1.6224757754604846,64.90219631108866,1.8122593937132652
NGC5033,19.39,218.0,2.0,45.72,140.32,74.79,7.31,0.0,NGC5033_rotmod.dat,14,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,15850.65047,125.89936644002621,47524.0,31673.34953,7.943001286825889e-11,2.6492243304485606e-11,2.99823657647029,-10.100015367091634,-10.57688126505085,0.4768658979592173,True,7.371275329877039e-11,-10.132457366847587,0.03244199975595308,0.4768658979592164,7.276253915106947,0.8619078459722205,13.403347465885712,1.127213276305627,24.131009629812855,1.382575492960735,36.31037451065059,1.5600307283144395,58.95254039050651,1.7705025245084145
NGC5033,21.64,220.0,2.0,51.92,136.88,70.8,5.24,0.0,NGC5033_rotmod.dat,15,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,15572.6016,124.79023038683758,48400.0,32827.3984,7.248323364561335e-11,2.3321333062868848e-11,3.1080227468222135,-10.139762440012257,-10.632246628642813,0.4924841886305555,True,6.828358876656205e-11,-10.165683661831514,0.0259212218192566,0.49248418863055576,5.301562861361085,0.7244039152632809,10.653702030442256,1.0275005459926114,20.469528657400087,1.3111078424745723,32.054206235254775,1.5058850268314485,54.305801476478074,1.734846227648425
NGC5033,24.01,222.0,2.0,56.74,130.88,67.21,2.49,0.0,NGC5033_rotmod.dat,16,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,14946.24367,122.25483086569626,49284.0,34337.756330000004,6.652168533984844e-11,2.017387627685337e-11,3.2974171362482543,-10.177036756377888,-10.695210646957987,0.518173890580099,True,6.264912240931471e-11,-10.203085008236654,0.026048251858766136,0.5181738905800994,3.717852111275569,0.5702921104131915,8.53107926519721,0.9310039771545849,17.567773882237134,1.244716732928886,28.606483429779388,1.4564644736420842,50.44788041494292,1.7028429239241283
NGC5033,26.25,218.0,3.0,58.35,124.11,64.28,1.28,0.0,NGC5033_rotmod.dat,17,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,13998.711430000001,118.3161503346014,47524.0,33525.28857,5.867230283868724e-11,1.7282565364286518e-11,3.3948838961101435,-10.231566865754905,-10.762391791899875,0.5308249261449706,True,5.7205016591284994e-11,-10.242565884102417,0.010999018347511935,0.5308249261449696,2.697453894437364,0.430954030347512,7.068312174963551,0.8493157220557412,15.48675425363111,1.1899604069495335,26.07569437681366,1.4162358821993655,47.550181301532135,1.6771521771746916
NGC5033,28.5,217.0,3.0,56.74,118.34,61.69,0.89,0.0,NGC5033_rotmod.dat,18,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,12885.56467,113.51460113130821,47089.0,34203.43533,5.3545633670402006e-11,1.465237582994106e-11,3.6543994156214183,-10.27127593753359,-10.834091950314875,0.5628160127812858,True,5.196978374087202e-11,-10.284249090380168,0.012973152846578628,0.5628160127812851,2.0137001816765734,0.3039948092482098,5.98419420055006,0.7770056789170239,13.87946691270624,1.1423727859087436,24.07934612415756,1.3816446894576366,45.22001053633591,1.6553306592006725
NGC5033,30.87,207.0,3.0,53.3,113.45,59.28,0.64,0.0,NGC5033_rotmod.dat,19,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,11736.224129999999,108.33385495771854,42849.0,31112.77587,4.498352827126712e-11,1.2320865596624948e-11,3.651003894043731,-10.346946483790399,-10.909358779944947,0.5624122961545488,True,4.703954004506217e-11,-10.327536933463977,-0.01940955032642222,0.5624122961545481,1.5196621428541712,0.18174704465291086,5.130062801264175,0.710122681695743,12.568182010753144,1.0992724614728275,22.422599669039165,1.3506859631415027,43.257678951583166,1.636063213078975
NGC5033,33.12,199.0,3.0,51.34,109.2,57.23,0.4,0.0,NGC5033_rotmod.dat,20,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,10890.806630000001,104.3590275443385,39601.0,28710.19337,3.874942652212751e-11,1.0656612491499816e-11,3.6361861288505857,-10.411734720515568,-10.972380826271166,0.5606461057555997,True,4.330734261419166e-11,-10.363438464235989,-0.04829625627957945,0.5606461057555983,1.188391087325046,0.07495938602958481,4.5169670453702135,0.6548469220721143,11.600761064012652,1.0644864819044022,21.184628405478506,1.3260208505477444,41.77663781228033,1.6209334849901516
NGC5033,35.36,191.0,3.0,48.7,105.32,55.39,0.26,0.0,NGC5033_rotmod.dat,21,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,10065.477669999998,100.32685418171945,36481.0,26415.52233,3.3435200582075763e-11,9.225110738490023e-12,3.6243684796729583,-10.47579606706772,-11.035028411854377,0.5592323447866583,True,3.991750778967796e-11,-10.398836581286915,-0.07695948578080447,0.5592323447866576,0.9535878483849581,-0.020639291803695857,4.054921963061861,0.6079825006340472,10.856142474437359,1.0356755343067958,20.223448216800595,1.3058552073307403,40.62023496134107,1.6087424311839718
NGC5033,37.73,193.0,3.0,46.75,101.61,53.62,0.16,0.0,NGC5033_rotmod.dat,22,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,9360.43163,96.74932366688668,37249.0,27888.56837,3.199464292406922e-11,8.040045843298161e-12,3.979410509299346,-10.494922732407586,-11.094741474953706,0.5998187425461188,True,3.69552312786559e-11,-10.43232407541143,-0.06259865699615652,0.5998187425461197,0.7764052823927288,-0.10991151848433277,3.6893260380361634,0.5669470369733836,10.259114533839037,1.0111098783525454,19.449627881274907,1.2889112966306264,39.68850052409424,1.5986646910862194
NGC5033,39.98,192.0,3.0,45.26,98.44,52.09,0.11,0.0,NGC5033_rotmod.dat,23,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,8793.04207,93.77122197134896,36864.0,28070.95793,2.988196291297576e-11,7.127640978406455e-12,4.192405734731121,-10.524590877597138,-11.14705418397452,0.6224633063773823,True,3.4556453680511534e-11,-10.461470832917977,-0.06312004467916132,0.6224633063773819,0.6586390791263376,-0.18135250480324935,3.438471911227683,0.5363654809541366,9.847658150548849,0.9933329641812708,18.916773529027903,1.2768470645165668,39.049548451979796,1.5916160162940538
NGC5033,42.22,194.0,4.0,43.99,95.58,50.69,0.07,0.0,NGC5033_rotmod.dat,24,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,8301.521569999999,91.11268610901557,37636.0,29334.478430000003,2.888914479808814e-11,6.3721930779089695e-12,4.533626719228051,-10.539265314333324,-11.195711073517476,0.6564457591841518,True,3.247658042684682e-11,-10.48842970541405,-0.05083560891927341,0.6564457591841517,0.5801338365045748,-0.23647180341937113,3.272375458923934,0.5148631270237615,9.577370592394919,0.981246292590538,18.569008559572616,1.2687887164160714,38.63634714103099,1.5869960594752202
NGC5033,44.59,196.0,5.0,42.84,92.77,49.32,0.0,0.0,NGC5033_rotmod.dat,25,8,15.7,66.0,110509000000.0,11314000000.0,70302120000.0,0.21404219389116572,5.16,614.94,194.2,1,7841.125730000001,88.55013116873403,38416.0,30574.87427,2.792056003213607e-11,5.6988916509785445e-12,4.899296519761328,-10.554075874858793,-11.244209599883416,0.6901337250246229,True,3.053771524520199e-11,-10.515163458881412,-0.03891241597738038,0.6901337250246229,0.5334606285314105,-0.27289762767815556,3.1808741887435783,0.5025464920514169,9.432299847629734,0.9746175982894434,18.384984320632327,1.2644632638232787,38.42111684436073,1.5845699849997315
NGC5055,0.72,125.0,17.6,2.2,201.48,0.0,4079.93,0.0,NGC5055_rotmod.dat,4,8,9.9,55.0,152922000000.0,11722000000.0,92051260000.0,0.16936498207629097,3.2,3348.34,179.0,1,20301.9352,142.48485954654973,15625.0,-4676.9352,7.032941166328917e-10,9.138068212750216e-10,0.7696310645302422,-9.152863015637294,-9.03914560439911,-0.1137174112381846,True,9.859017503357688e-10,-9.006166362353971,-0.14669665328332293,-0.11371741123818424,3909.3399908421834,3.5921034421707296,3088.5199446035163,3.4897504102077206,2291.1554515522,3.3600545564355717,1765.3610480577727,3.246833539833626,1220.1446131200792,3.086411306869886
NGC5055,1.43,162.0,8.5,3.72,240.13,0.0,2087.92,0.0,NGC5055_rotmod.dat,5,8,9.9,55.0,152922000000.0,11722000000.0,92051260000.0,0.16936498207629097,3.2,3348.34,179.0,1,28845.04685,169.83829618198598,26244.0,-2601.046849999999,5.947623193858596e-10,6.53709303737989e-10,0.909826915396395,-9.225656553601938,-9.184615334013252,-0.04104121958868611,True,7.340556096335188e-10,-9.134271038119138,-0.09138551548280027,-0.04104121958868667,1982.6639826054372,3.2972491171979557,1658.2921666734599,3.2196610492514486,1358.9849898390064,3.133214659921536,1146.9332630798733,3.059538148224399,898.0147419462227,2.9532834661699168
NGC5055,2.16,178.0,5.22,4.09,263.27,0.0,1497.11,0.0,NGC5055_rotmod.dat,6,8,9.9,55.0,152922000000.0,11722000000.0,92051260000.0,0.16936498207629097,3.2,3348.34,179.0,1,34672.274549999995,186.204926223771,31684.0,-2988.2745499999946,4.753743102164596e-10,5.20209209627634e-10,0.9138137145951967,-9.322964291755282,-9.283821963452993,-0.03914232830228813,True,6.041743076888394e-10,-9.218837746898235,-0.10412654485704742,-0.039142328302288476,1316.4931521959854,3.11941860444381,1112.9402950363176,3.0464718667320425,966.055470682803,2.9850020642206663,858.2547079167148,2.9336161944067216,722.4251580845954,2.8587928616507794
NGC5055,2.87,193.0,1.88,5.34,280.74,0.0,897.98,0.0,NGC5055_rotmod.dat,7,8,9.9,55.0,152922000000.0,11722000000.0,92051260000.0,0.16936498207629097,3.2,3348.34,179.0,1,39435.9894,198.58496770903884,37249.0,-2186.9893999999986,4.206125008798368e-10,4.4530779688594955e-10,0.9445433109889212,-9.376117823940582,-9.351339700748184,-0.02477812319239841,True,5.308092086838501e-10,-9.275061551433279,-0.10105627250730365,-0.024778123192398027,868.0815008848748,2.938560501355006,799.7760504673581,2.90296839491428,736.3640303518922,2.867092566087792,682.7061941083623,2.8342338431693554,608.1188213652746,2.783988445097568
NGC5055,3.59,192.0,3.59,6.03,273.32,0.0,618.08,0.0,NGC5055_rotmod.dat,8,8,9.9,55.0,152922000000.0,11722000000.0,92051260000.0,0.16936498207629097,3.2,3348.34,179.0,1,37388.272099999995,193.36047191709062,36864.0,-524.2720999999947,3.327801886520253e-10,3.3751291891306564e-10,0.9859776322746943,-9.477842536393359,-9.471709599113616,-0.006132937279741439,True,4.240162350105668e-10,-9.372617514538119,-0.10522502185524019,-0.006132937279742734,627.7061360936763,2.797756374084196,614.7133483614892,2.7886726438298135,591.2957884232115,2.771804785694399,566.4377131802228,2.7531521607848424,527.5794548291899,2.7222878747665855
